Date,Argentine Peso,Australian Dollar,Bahraini Dinar,Botswana Pula,Brazilian Real,British Pound,Bruneian Dollar,Bulgarian Lev,Canadian Dollar,Chilean Peso,Chinese Yuan Renminbi,Colombian Peso,Croatian Kuna,Czech Koruna,Danish Krone,Emirati Dirham,Euro,Hong Kong Dollar,Hungarian Forint,Icelandic Krona,Indian Rupee,Indonesian Rupiah,Iranian Rial,Israeli Shekel,Japanese Yen,Kazakhstani Tenge,Kuwaiti Dinar,Libyan Dinar,Malaysian Ringgit,Mauritian Rupee,Mexican Peso,Nepalese Rupee,New Zealand Dollar,Norwegian Krone,Omani Rial,Pakistani Rupee,Philippine Peso,Polish Zloty,Qatari Riyal,Romanian New Leu,Russian Ruble,Saudi Arabian Riyal,Singapore Dollar,South African Rand,South Korean Won,Sri Lankan Rupee,Swedish Krona,Swiss Franc,Taiwan New Dollar,Thai Baht,Trinidadian Dollar,Turkish Lira,Venezuelan Bolivar
2020-08-22,73.579256,1.396602,0.376000,11.637555,5.618639,0.763911,1.371719,1.657960,1.318061,793.075643,6.918983,3835.990197,6.383275,22.100540,6.311640,3.672500,0.847702,7.750382,297.543318,137.845182,74.945117,14790.599493,42025.318594,3.405814,105.816527,419.780223,0.306599,1.364041,4.181924,40.049726,21.981046,120.474275,1.528191,9.012533,0.384500,168.238479,48.658394,3.743085,3.640000,4.103890,74.770991,3.750000,1.371719,17.153688,1191.972597,184.690358,8.803005,0.911707,29.448058,31.584300,6.755045,7.337336,9.987500
2020-08-23,73.579557,1.395563,0.376000,11.637555,5.620804,0.763985,1.371610,1.657235,1.317663,793.066931,6.918471,3834.282150,6.383275,22.097514,6.311767,3.672500,0.847331,7.750209,297.532260,137.845182,74.945209,14787.920116,42025.380335,3.405699,105.880869,419.792860,0.306599,1.366891,4.182079,40.049769,21.982190,120.474424,1.529008,9.010828,0.384500,168.238288,48.659628,3.743044,3.640000,4.104079,74.771327,3.750000,1.371610,17.151668,1191.949155,184.690358,8.808219,0.910681,29.447367,31.585409,6.755030,7.336388,9.987500
2020-08-24,73.710014,1.393959,0.376000,11.643542,5.601739,0.764626,1.369650,1.657013,1.321918,787.744791,6.919940,3849.152350,6.382396,22.103677,6.306667,3.672500,0.847217,7.750069,298.152136,137.938421,74.178602,14663.567646,42180.116016,3.402740,105.905431,419.810173,0.305859,1.367657,4.176234,39.689863,21.972510,119.242103,1.529953,8.995832,0.384500,168.387786,48.555421,3.721184,3.640000,4.100510,74.493289,3.750000,1.369650,16.936985,1189.103180,185.030870,8.783523,0.910874,29.378730,31.485500,6.773416,7.380489,9.987500
2020-08-25,73.804240,1.392982,0.376000,11.621302,5.606940,0.761295,1.369387,1.654960,1.319180,786.163715,6.913134,3869.518938,6.372039,22.144982,6.297897,3.672500,0.846168,7.750692,298.384965,137.953874,74.226103,14630.359614,42072.946766,3.400540,106.397684,419.258056,0.305895,1.368516,4.168321,39.967714,21.963666,119.318460,1.531507,8.978172,0.384500,168.505809,48.545094,3.722274,3.640000,4.096165,75.390220,3.750000,1.369387,16.867176,1188.238103,186.111115,8.774083,0.908908,29.394718,31.444347,6.776604,7.403526,9.987500
2020-08-26,73.857449,1.384584,0.376000,11.621117,5.600594,0.758394,1.366561,1.655690,1.314637,786.596159,6.886889,3846.892520,6.371842,22.250198,6.301694,3.672500,0.846541,7.750277,301.232752,138.156566,74.243657,14656.978563,42095.490394,3.400765,106.129704,420.354116,0.305798,1.368527,4.168734,39.715311,21.949405,119.346679,1.515130,8.921152,0.384500,168.503194,48.568535,3.742197,3.640000,4.097757,75.603049,3.750000,1.366561,16.977582,1185.733551,186.190027,8.740750,0.908608,29.365264,31.274246,6.775702,7.380877,9.987500
2020-08-27,73.872095,1.377538,0.376000,11.566457,5.596791,0.756024,1.365714,1.654156,1.311472,783.792921,6.892422,3820.317030,6.377518,22.240532,6.294788,3.672500,0.845756,7.749799,301.636822,138.291146,73.858262,14669.225473,42095.862351,3.374100,106.422832,420.168123,0.305764,1.368331,4.171899,39.722239,22.120421,118.727156,1.506171,8.890514,0.384500,167.354185,48.540114,3.732444,3.640000,4.095638,75.025215,3.750000,1.365714,17.007197,1186.354753,186.222008,8.711111,0.907915,29.381426,31.244388,6.774315,7.351481,9.987500
2020-08-28,73.991581,1.359952,0.376000,11.550943,5.446531,0.749333,1.358196,1.643038,1.310207,779.767383,6.864699,3761.286675,6.333661,21.949155,6.252407,3.672500,0.840072,7.750424,297.335983,137.530456,73.178187,14600.967401,42010.899710,3.360979,105.271047,420.367105,0.305499,1.368727,4.166248,39.719634,21.864927,117.633935,1.483175,8.787277,0.384500,167.383957,48.377285,3.682099,3.640000,4.066236,74.102536,3.750000,1.358196,16.590502,1181.708024,186.308109,8.626707,0.903878,29.356306,31.102197,6.775106,7.336278,9.987500
2020-08-29,73.845891,1.357354,0.376000,11.550939,5.386051,0.748983,1.358285,1.642820,1.309812,779.471136,6.865288,3745.010440,6.333562,21.934832,6.252333,3.672500,0.839961,7.750453,297.375586,137.547816,73.141111,14705.381342,42025.318594,3.358313,105.361251,420.131613,0.305999,1.368897,4.165216,40.099601,21.754181,117.574335,1.482858,8.813411,0.384500,167.275045,48.382136,3.685130,3.640000,4.066199,74.075038,3.750000,1.358285,16.586417,1180.808664,186.309986,8.627228,0.904243,29.388198,31.114437,6.774100,7.333778,9.987500
2020-08-30,73.844624,1.357715,0.376000,11.550939,5.387928,0.748961,1.358544,1.642768,1.309502,779.464315,6.865212,3745.397519,6.333562,21.933885,6.250956,3.672500,0.839934,7.750803,297.363587,137.547816,73.141188,14704.209719,42025.277127,3.362133,105.353330,420.131923,0.305999,1.368972,4.165214,40.099705,21.766963,117.574460,1.483272,8.797452,0.384500,167.274991,48.382087,3.685929,3.640000,4.066199,74.004926,3.750000,1.358544,16.585704,1180.806871,186.309986,8.621982,0.904058,29.387973,31.114425,6.774048,7.333700,9.987500
2020-08-31,74.157655,1.353325,0.376000,11.550908,5.468266,0.747453,1.359803,1.636234,1.303129,775.779513,6.848443,3746.796201,6.294920,21.975479,6.226168,3.672500,0.836593,7.750209,297.427306,137.278672,73.527648,14562.778262,42070.959132,3.353645,105.826886,419.890757,0.305295,1.367734,4.165377,39.714081,21.884340,118.195694,1.480387,8.702120,0.384500,165.496122,48.474468,3.677481,3.640000,4.048201,74.442396,3.750000,1.359803,16.916755,1187.694274,185.741881,8.621746,0.900997,29.391676,31.062901,6.772160,7.352023,9.987500
2020-09-01,74.244293,1.356275,0.376000,11.550909,5.358062,0.745558,1.359955,1.637124,1.304550,771.139849,6.828460,3679.684947,6.300845,21.944277,6.231137,3.672500,0.837048,7.750243,297.787815,137.541398,73.028041,14622.475822,41976.027245,3.357941,105.993180,418.287250,0.305329,1.367108,4.143010,39.617087,21.757835,117.392576,1.478217,8.750903,0.384500,165.564588,48.585620,3.675192,3.640000,4.051926,73.564966,3.750000,1.359955,16.636894,1185.835866,185.881898,8.673970,0.907234,29.368463,31.182291,6.770733,7.371641,9.987500
2020-09-02,74.313107,1.366856,0.376000,11.493615,5.354052,0.751123,1.363280,1.652484,1.306146,772.668365,6.838833,3647.426956,6.364168,22.255027,6.287575,3.672500,0.844902,7.750356,302.786627,138.987670,73.280990,14789.509782,42129.139835,3.364535,106.175205,419.016372,0.305588,1.367331,4.146709,39.416094,21.838420,117.799191,1.480631,8.849186,0.384500,165.377526,48.624559,3.734115,3.640000,4.092587,75.388322,3.750000,1.363280,16.839020,1189.983449,185.178567,8.733928,0.910932,29.363301,31.309995,6.771081,7.383097,9.987500
2020-09-03,74.378697,1.375108,0.376000,11.493718,5.308139,0.754000,1.365591,1.653324,1.313089,775.021180,6.846765,3659.753862,6.370747,22.323635,6.289030,3.672500,0.845331,7.750298,303.503101,139.226511,73.421416,14781.485284,42095.185124,3.365975,106.118726,421.163368,0.305844,1.365345,4.146881,39.715286,21.666504,118.024926,1.491077,8.927621,0.384500,166.043766,48.595334,3.752353,3.640000,4.098574,75.507371,3.750000,1.365591,16.781573,1191.197732,185.476169,8.751113,0.910605,29.367082,31.424339,6.771673,7.441605,9.987500
2020-09-04,74.435972,1.376984,0.376000,11.479414,5.292448,0.755872,1.367098,1.655236,1.309854,773.456834,6.842720,3707.046925,6.381398,22.413345,6.297528,3.672500,0.846309,7.750943,305.457573,139.402276,73.304149,14756.037452,42148.166520,3.372877,106.353776,420.747454,0.305869,1.363465,4.148667,39.796805,21.607452,117.836419,1.492283,8.952888,0.384500,165.700720,48.589498,3.781161,3.640000,4.108544,75.424185,3.750000,1.367098,16.608140,1190.747177,185.045294,8.767632,0.915064,29.339824,31.420497,6.770477,7.449902,9.987500
2020-09-05,74.428718,1.372775,0.376000,11.506041,5.301821,0.753123,1.364768,1.652034,1.306143,771.574348,6.841777,3714.996704,6.364641,22.356631,6.282837,3.672500,0.844672,7.750360,304.165206,139.061242,73.309980,14795.294312,42025.283194,3.372809,106.242201,420.830699,0.305999,1.362033,4.149445,40.149535,21.561653,117.845793,1.488092,8.910635,0.384500,165.948879,48.587596,3.763520,3.640000,4.099287,75.289970,3.750000,1.364768,16.598511,1187.732532,185.039858,8.742828,0.913399,29.384032,31.386160,6.722742,7.444366,9.987500
2020-09-06,74.418971,1.373336,0.376000,11.506041,5.301840,0.752774,1.364784,1.652150,1.306232,771.573426,6.841379,3714.970999,6.364611,22.350191,6.285920,3.672500,0.844731,7.750742,304.123122,139.061242,73.313179,14792.804436,42025.286035,3.372793,106.222775,420.831411,0.305998,1.362173,4.149445,40.149709,21.579114,117.850934,1.488337,8.912063,0.384500,165.788485,48.587654,3.763075,3.640000,4.099705,75.289933,3.750000,1.364784,16.615870,1187.730270,185.039858,8.742943,0.912871,29.383751,31.386169,6.722719,7.433925,9.987500
2020-09-07,74.657207,1.373627,0.376000,11.479258,5.300317,0.759793,1.366428,1.654840,1.308707,775.887910,6.831170,3715.256378,6.376717,22.409779,6.296170,3.672500,0.846106,7.750503,304.253946,139.630096,73.460510,14757.952961,42123.303754,3.379597,106.292556,424.033681,0.305982,1.363543,4.156790,39.827694,21.598354,118.087769,1.493612,8.935861,0.384500,165.669068,48.647671,3.753515,3.640000,4.107950,75.761568,3.750000,1.366428,16.742252,1187.751055,184.753842,8.769443,0.915746,29.328112,31.386703,6.764464,7.465655,9.987500
2020-09-08,74.709093,1.383259,0.376000,11.481349,5.347624,0.767189,1.369310,1.659102,1.319484,774.877356,6.846288,3761.006075,6.389236,22.497000,6.312130,3.672500,0.848286,7.750415,304.397375,140.166764,73.761656,14806.502654,42100.287184,3.392863,105.992910,424.820648,0.306244,1.363913,4.166995,39.922296,21.735489,118.571863,1.508223,9.095692,0.384500,166.184828,48.611884,3.780818,3.640000,4.121258,76.431867,3.750000,1.369310,16.959100,1188.939262,184.287344,8.812993,0.916730,29.271374,31.424965,6.751034,7.490068,9.987500
2020-09-09,74.767302,1.374633,0.376000,11.513466,5.288501,0.768652,1.367070,1.655868,1.316455,768.045966,6.833925,3720.022509,6.375690,22.438125,6.298794,3.672500,0.846632,7.750358,301.938304,140.317848,73.375646,14790.012684,42135.614852,3.397740,106.230800,427.390373,0.305988,1.363945,4.171465,39.715116,21.528440,117.951351,1.497691,9.028735,0.384500,166.317961,48.620122,3.758369,3.640000,4.113160,75.425632,3.750000,1.367070,16.642240,1185.328340,184.394134,8.763784,0.913089,29.299990,31.280571,6.773536,7.492670,9.987500
2020-09-10,74.770607,1.372590,0.376000,11.507911,5.305328,0.778407,1.366843,1.646646,1.316680,767.959301,6.834387,3705.878234,6.345796,22.381541,6.264441,3.672500,0.841917,7.750311,300.810413,136.210953,73.442384,14865.048110,42076.421056,3.417347,106.187402,426.428356,0.305957,1.363892,4.163966,39.719679,21.299650,118.058632,1.499895,9.000402,0.384500,166.479754,48.580927,3.750102,3.640000,4.091224,75.076514,3.750000,1.366843,16.877651,1185.992359,183.563724,8.737608,0.907853,29.286699,31.307572,6.766328,7.467511,9.987500
2020-09-11,74.913767,1.374241,0.376000,11.518649,5.304635,0.782130,1.367903,1.653069,1.318610,768.629841,6.834294,3708.505818,6.367311,22.471918,6.288293,3.672500,0.845201,7.750039,302.258321,136.257281,73.428396,14934.079117,42069.778361,3.459560,106.172116,426.954409,0.306072,1.365343,4.154144,39.796390,21.333368,118.036147,1.499979,9.057132,0.384500,166.406481,48.544910,3.763269,3.640000,4.105892,74.994053,3.750000,1.367903,16.746202,1186.740992,184.501924,8.784159,0.909250,29.301396,31.254611,6.766062,7.478821,9.987500
2020-09-12,74.834974,1.373161,0.376000,11.518565,5.319074,0.781434,1.368266,1.650922,1.317812,769.899991,6.833838,3705.509682,6.367260,22.434209,6.280151,3.672500,0.844103,7.750169,301.661337,136.199961,73.458070,14982.645179,42025.046469,3.464550,106.152395,426.940228,0.306400,1.367653,4.153162,40.149524,21.279745,118.083848,1.499910,9.038271,0.384500,165.886384,48.566129,3.754628,3.640000,4.104299,74.895122,3.750000,1.368266,16.745360,1188.724815,184.500003,8.769245,0.908983,29.340991,31.296951,6.756280,7.474054,9.987500
2020-09-13,74.842109,1.373096,0.376000,11.518565,5.319153,0.781416,1.368320,1.650933,1.317411,769.861828,6.833452,3705.471739,6.367260,22.432042,6.280623,3.672500,0.844109,7.750243,301.644828,136.199989,73.454384,14979.575295,42025.328462,3.465381,106.150465,426.941667,0.306400,1.367700,4.153151,40.149668,21.281058,118.077922,1.500001,9.039205,0.384500,165.886447,48.566170,3.753612,3.640000,4.101175,74.796096,3.750000,1.368320,16.746936,1188.735921,184.500003,8.770372,0.908922,29.341001,31.296992,6.756276,7.473223,9.987500
2020-09-14,75.115855,1.370091,0.376000,11.527089,5.289846,0.776695,1.363356,1.647212,1.317208,764.616555,6.810452,3700.121161,6.346992,22.449162,6.266714,3.672500,0.842206,7.749842,300.806034,134.932215,73.418312,14883.150477,42099.852846,3.434388,105.689029,427.171998,0.305636,1.366622,4.145155,39.735058,21.129039,118.019937,1.490067,9.022120,0.384500,165.997964,48.461028,3.744622,3.640000,4.089718,75.139852,3.750000,1.363356,16.684200,1181.248448,184.311085,8.765803,0.907101,29.247075,31.280193,6.765917,7.494615,9.987500
2020-09-15,75.177136,1.370639,0.376000,11.509242,5.285199,0.777321,1.361525,1.650728,1.319812,761.371932,6.781897,3676.159167,6.360947,22.582721,6.278632,3.672500,0.844004,7.749688,301.925640,135.576155,73.600205,14849.038755,42108.501276,3.425687,105.498334,426.920259,0.305636,1.367429,4.130860,39.777354,21.053323,118.312330,1.489517,9.039072,0.384500,166.439045,48.407951,3.760478,3.640000,4.100284,74.921921,3.750000,1.361525,16.418949,1179.957124,184.458285,8.788742,0.908411,29.241742,31.219948,6.767833,7.490090,9.987500
2020-09-16,75.244312,1.363519,0.376000,11.465466,5.240838,0.770517,1.357533,1.652724,1.316589,761.262445,6.755411,3707.474833,6.370570,22.547621,6.286566,3.672500,0.845024,7.750013,303.190957,135.883367,73.498085,14828.730454,42053.817604,3.420274,104.941969,424.636929,0.305892,1.374146,4.130208,39.915972,21.055889,118.148172,1.480948,9.014858,0.384500,166.510644,48.425073,3.758973,3.640000,4.105701,74.850931,3.750000,1.357533,16.310758,1172.017547,184.990624,8.791208,0.908218,29.223063,31.069168,6.796050,7.504815,9.987500
2020-09-17,75.317318,1.371832,0.376000,11.467079,5.257593,0.772006,1.358807,1.654139,1.320491,762.992349,6.764540,3712.015110,6.376926,22.603649,6.292154,3.672500,0.845748,7.749857,304.830518,136.087312,73.609097,14829.701301,42124.248772,3.425674,104.773118,424.399036,0.305754,1.374763,4.139684,39.816193,20.998635,118.326624,1.486208,9.089686,0.384500,166.423572,48.472433,3.767937,3.640000,4.109282,75.324192,3.750000,1.358807,16.240413,1172.927511,185.069477,8.806092,0.909666,29.148037,31.173074,6.788613,7.556778,9.987500
2020-09-18,75.364983,1.367397,0.376000,11.466966,5.305183,0.772195,1.357158,1.649179,1.317659,763.309416,6.769881,3723.941356,6.359453,22.542665,6.273717,3.672500,0.843212,7.750122,303.645845,135.925046,73.571715,14723.180651,42102.829046,3.417480,104.438143,421.858452,0.305494,1.373492,4.115672,39.733851,20.951195,118.266532,1.474940,9.061041,0.384500,166.247968,48.486079,3.758838,3.640000,4.096368,75.530461,3.750000,1.357158,16.224060,1163.381386,185.483823,8.752421,0.909497,29.023668,31.090910,6.781626,7.574821,9.987500
2020-09-19,75.302263,1.371734,0.376000,11.467193,5.388466,0.774096,1.359690,1.651833,1.320548,763.430075,6.768323,3728.994235,6.368642,22.582333,6.284236,3.672500,0.844569,7.750474,304.255218,136.052196,73.565390,14773.555032,42027.678011,3.421134,104.559929,421.779272,0.306718,1.365221,4.114864,40.099651,21.141166,118.256364,1.479087,9.089106,0.384500,166.479237,48.474082,3.767031,3.640000,4.101264,75.688834,3.750000,1.359690,16.322781,1165.410584,185.480153,8.760516,0.911495,29.035091,31.094765,6.733886,7.557113,9.987500
2020-09-20,75.303016,1.371639,0.376000,11.467193,5.388265,0.774151,1.359475,1.651503,1.320542,763.352004,6.769532,3729.910065,6.368642,22.578984,6.282559,3.672500,0.844400,7.750340,304.266835,136.052536,73.562435,14795.498673,42025.382473,3.420150,104.556541,421.778965,0.306701,1.365000,4.114863,40.099724,21.141825,118.251615,1.479057,9.093410,0.384500,166.500108,48.474050,3.766886,3.640000,4.102561,75.688889,3.750000,1.359475,16.328410,1165.410546,185.480153,8.766698,0.911300,29.035071,31.094791,6.733512,7.559837,9.987500
2020-09-21,75.587811,1.386620,0.376000,11.452961,5.440648,0.781581,1.363639,1.666217,1.329911,774.380215,6.804986,3795.761593,6.423315,23.146614,6.338154,3.672500,0.851923,7.749702,309.056853,137.666504,73.597119,14704.210273,42189.908389,3.459322,104.684083,422.812926,0.306016,1.366931,4.122108,39.768175,21.517941,118.307370,1.500967,9.303944,0.384500,166.427014,48.473165,3.832367,3.640000,4.139481,76.409058,3.750000,1.363639,16.863232,1167.145366,185.552212,8.883982,0.916340,29.013764,31.370444,6.775277,7.632984,9.987500
2020-09-22,75.644376,1.394394,0.376000,11.495852,5.471605,0.785841,1.366251,1.671250,1.331354,775.071748,6.778761,3821.411546,6.444648,23.092117,6.359118,3.672500,0.854497,7.749869,310.434889,137.874059,73.521673,14792.064060,42110.143565,3.436060,105.055019,423.895706,0.306021,1.365682,4.134359,39.709151,21.591925,118.186089,1.507138,9.360009,0.384500,166.301978,48.480370,3.837115,3.640000,4.154000,76.181695,3.750000,1.366251,16.763562,1162.971375,185.447918,8.909421,0.920007,29.072248,31.406485,6.774941,7.668360,9.987500
2020-09-23,75.675129,1.409486,0.376000,11.486777,5.548888,0.784077,1.370688,1.675094,1.337079,781.924973,6.810772,3869.528538,6.466578,23.068275,6.374275,3.672500,0.856462,7.750031,312.761084,138.032556,73.576042,14843.872065,42190.107535,3.461591,105.341770,425.984905,0.306000,1.366536,4.154204,39.817780,22.126493,118.273487,1.522556,9.443552,0.384500,166.109017,48.588523,3.863768,3.640000,4.171933,76.788908,3.750000,1.370688,17.015847,1168.934065,184.996342,8.979996,0.923340,29.172803,31.574397,6.783599,7.701903,9.987500
2020-09-24,75.776063,1.419843,0.376000,11.467224,5.532653,0.785152,1.375999,1.676833,1.336974,785.415837,6.828743,3870.448377,6.473576,23.285179,6.381949,3.672500,0.857351,7.750368,311.985907,138.802009,73.854285,14912.374798,42231.819444,3.472116,105.423338,426.637846,0.306414,1.367529,4.167031,39.898271,22.296226,118.720763,1.529395,9.535038,0.384500,166.092985,48.500486,3.910340,3.640000,4.181387,77.115535,3.750000,1.375999,16.966781,1170.843128,185.192390,9.117893,0.926415,29.329182,31.600964,6.786249,7.631356,9.987500
2020-09-25,75.835316,1.425875,0.376000,11.457188,5.569045,0.787083,1.378694,1.683117,1.341118,787.327320,6.824188,3868.500222,6.496225,23.348440,6.408247,3.672500,0.860564,7.750047,312.916845,139.237202,73.703209,14910.746476,42214.005613,3.481227,105.589352,427.589678,0.306437,1.370765,4.170777,39.865823,22.454579,118.477908,1.528636,9.592627,0.384500,165.744236,48.470941,3.917868,3.640000,4.194475,78.364594,3.750000,1.378694,17.186760,1176.967955,185.312272,9.134483,0.929118,29.267058,31.641026,6.791664,7.662649,9.987500
2020-09-26,75.694303,1.422808,0.376000,11.457135,5.552089,0.784542,1.377651,1.681182,1.338671,788.041037,6.822965,3886.983449,6.485576,23.326698,6.398619,3.672500,0.859575,7.750130,312.190566,139.100705,73.729029,14954.940757,42025.318594,3.484316,105.579136,427.489113,0.307098,1.374139,4.171691,40.249652,22.348248,118.519414,1.527951,9.571798,0.384500,165.590142,48.495778,3.911772,3.640000,4.189840,78.117457,3.750000,1.377651,17.140383,1174.953839,185.310049,9.130200,0.928563,29.260398,31.645286,6.808159,7.664263,9.987500
2020-09-27,75.693902,1.422478,0.376000,11.457135,5.551909,0.784822,1.378180,1.681117,1.338645,788.042617,6.822579,3886.990013,6.485576,23.291480,6.399086,3.672500,0.859542,7.750221,312.282430,139.100996,73.730389,14954.869276,42025.284470,3.483762,105.541419,427.486124,0.307099,1.374200,4.171691,40.249773,22.351077,118.521600,1.528034,9.573946,0.384500,165.590162,48.495806,3.912866,3.640000,4.188968,78.106481,3.750000,1.378180,17.121008,1174.935260,185.310049,9.128839,0.928873,29.299920,31.645290,6.808165,7.661613,9.987500
2020-09-28,77.051583,1.415384,0.376000,11.501041,5.617307,0.777459,1.372852,1.677785,1.338080,784.172417,6.812156,3864.365276,6.476863,23.325122,6.386697,3.672500,0.857838,7.749954,313.816933,138.801446,73.818287,14914.437558,42200.513057,3.462913,105.508741,430.593361,0.306346,1.373342,4.174643,39.737270,22.523255,118.662896,1.526466,9.487174,0.384500,166.205732,48.514916,3.933168,3.640000,4.179793,79.057607,3.750000,1.372852,17.102619,1168.419325,185.296660,9.063245,0.925152,29.109188,31.646573,6.791679,7.786417,9.987500
2020-09-29,76.114380,1.406272,0.376000,11.650253,5.666228,0.778365,1.369755,1.669042,1.341010,787.361107,6.816816,3880.418788,6.438422,23.188517,6.353592,3.672500,0.853367,7.749961,311.982855,138.304092,73.778588,14890.658261,42211.547323,3.448157,105.676460,430.136685,0.306235,1.374838,4.156543,39.869853,22.458318,118.599080,1.519285,9.462245,0.384500,165.851095,48.414933,3.862175,3.640000,4.155113,79.205921,3.750000,1.369755,16.940408,1169.841982,185.077337,9.000185,0.921362,29.043139,31.644420,6.791176,7.836082,9.987500
2020-09-30,76.181328,1.396384,0.376000,11.626373,5.631132,0.774146,1.365421,1.668260,1.332336,786.944120,6.790536,3850.673660,6.445887,23.079219,6.349833,3.672500,0.852968,7.750029,309.904995,138.252062,73.559065,14879.907208,42250.243269,3.422961,105.586487,433.002141,0.306380,1.373282,4.155142,39.811274,22.100137,118.246197,1.513663,9.367722,0.384500,165.747710,48.492586,3.863724,3.640000,4.157459,77.611840,3.750000,1.365421,16.697461,1166.103987,184.986326,8.962472,0.918729,28.959104,31.575776,6.785416,7.735039,9.987500
2020-10-01,76.243722,1.391187,0.376000,11.620967,5.648844,0.775389,1.362855,1.664283,1.329253,786.715916,6.790982,3850.884975,6.435647,22.858047,6.334146,3.672500,0.850934,7.750168,305.405057,138.067606,73.168415,14840.603615,42121.734047,3.426400,105.532406,429.534675,0.305797,1.372912,4.150153,39.826676,21.985256,117.618227,1.504237,9.313150,0.384500,165.065328,48.479648,3.810160,3.640000,4.147587,77.507572,3.750000,1.362855,16.654726,1163.214663,184.859963,8.922294,0.918005,28.885515,31.573528,6.785005,7.737634,9.987500
2020-10-02,76.952491,1.398966,0.376000,11.604915,5.678997,0.773623,1.364386,1.670653,1.332080,790.183951,6.790617,3891.234586,6.460616,23.164214,6.356422,3.672500,0.854191,7.750351,306.329376,138.592515,73.313062,14868.278771,42181.620279,3.431923,105.357027,433.297072,0.306247,1.373250,4.162650,39.851264,21.712378,117.850747,1.510081,9.336162,0.384500,164.688450,48.496865,3.847816,3.640000,4.157616,78.347182,3.750000,1.364386,16.480337,1166.239573,184.580196,8.930392,0.920403,28.931803,31.560935,6.787138,7.771973,9.987500
2020-10-03,76.821426,1.396150,0.376000,11.604959,5.683289,0.773046,1.363971,1.669332,1.331066,789.547135,6.790703,3872.516049,6.455662,23.163633,6.351658,3.672500,0.853516,7.750229,306.058619,138.566526,73.366007,14876.846509,42025.254875,3.432958,105.317678,433.164853,0.306932,1.371033,4.163473,40.049944,21.624975,117.935856,1.506428,9.327909,0.384500,164.715121,48.478535,3.843390,3.640000,4.157358,78.097046,3.750000,1.363971,16.520832,1167.264061,184.579756,8.931537,0.920556,28.964283,31.569088,6.750330,7.771478,9.987500
2020-10-04,76.800155,1.396631,0.376000,11.604959,5.682602,0.773180,1.364081,1.669419,1.330488,789.406680,6.790275,3872.031870,6.455662,23.149153,6.351886,3.672500,0.853561,7.750093,305.985554,138.566526,73.372326,14882.249111,42025.433250,3.431153,105.320160,433.109377,0.307098,1.369822,4.164793,40.199514,21.616325,117.946014,1.506316,9.325266,0.384500,164.531797,48.499281,3.843785,3.640000,4.157555,78.077101,3.750000,1.364081,16.552639,1166.829194,184.639216,8.930520,0.920787,28.970266,31.567944,6.743046,7.770656,9.987500
2020-10-05,77.060682,1.392666,0.376000,11.465610,5.621764,0.771112,1.360804,1.659884,1.327177,799.207916,6.791365,3848.161151,6.420880,23.007695,6.314715,3.672500,0.848685,7.749900,305.766202,138.010423,73.107875,14765.244685,42030.518815,3.408426,105.720291,431.778309,0.306130,1.369312,4.153601,39.816670,21.438116,117.520910,1.506148,9.234903,0.384500,164.473409,48.395679,3.811355,3.640000,4.137266,78.371089,3.750000,1.360804,16.602308,1157.951229,184.661124,8.896301,0.915597,28.749010,31.293085,6.780047,7.768350,9.987500
2020-10-06,77.106213,1.398515,0.376000,11.452966,5.539385,0.772287,1.359990,1.660208,1.327596,796.615670,6.790566,3827.416794,6.425392,22.920876,6.316214,3.672500,0.848851,7.749949,305.470236,138.201083,73.456348,14739.910899,42111.024666,3.407509,105.627347,429.636311,0.306099,1.368334,4.153366,39.718893,21.520407,118.081079,1.507430,9.284684,0.384500,164.385113,48.471426,3.807624,3.640000,4.137234,78.055403,3.750000,1.359990,16.583695,1162.199274,184.577941,8.916649,0.915186,28.799972,31.181184,6.777216,7.791172,9.987500
2020-10-07,77.106655,1.400693,0.376000,11.472083,5.610054,0.774587,1.359040,1.662277,1.328347,796.085561,6.790889,3838.154683,6.429365,23.018057,6.325072,3.672500,0.849909,7.749944,304.910684,138.359392,73.326878,14737.646307,42080.743966,3.403790,105.970696,429.337802,0.306090,1.369604,4.157104,39.834296,21.523129,117.872956,1.517072,9.305553,0.384500,164.126793,48.442732,3.808225,3.640000,4.142760,78.290823,3.750000,1.359040,16.691778,1156.950186,184.478214,8.893973,0.916829,28.678112,31.228965,6.758060,7.876050,9.987500
2020-10-08,77.101664,1.397054,0.376000,11.487214,5.593851,0.772432,1.358678,1.664181,1.322126,798.205441,6.790459,3840.289849,6.439629,23.129619,6.332575,3.672500,0.850882,7.750050,304.135605,138.518334,73.334772,14719.758517,42101.369974,3.392401,105.982801,428.239722,0.306204,1.367830,4.152854,39.738964,21.427774,117.885646,1.520679,9.278601,0.384500,163.763447,48.488081,3.818800,3.640000,4.145331,77.437957,3.750000,1.358678,16.600647,1152.818773,184.279541,8.874366,0.917654,28.672307,31.214256,6.776328,7.943709,9.987500
