index,AUD,EUR,NZD,GBP,BRL,CAD,CNY,DKK,HKD,INR,JPY,MYR,MXN,NOK,ZAR,SGD,KRW,LKR,SEK,CHF,TWD,THB,VEB,gdpGBP,gdpUSD,Value_GBP,Value_USA,liborUSD,liborGBP
2004-09-21,0.7011,1.2264,0.6613,1.7946,2.8755,1.2886,8.2766,6.0653,7.7997,45.86,109.94,3.8,11.4275,6.8633,6.4475,1.69,1147.0,103.57,7.3827,1.2595,33.93,41.29,1.92,99.71969857142857,100.04511523809524,-1.489007,-5.7213495,1.7495390476190475,4.793517142857143
2004-09-22,0.7075,1.2261,0.6625,1.7949,2.871,1.2816,8.2766,6.068,7.7999,45.86,110.53,3.8,11.402,6.833,6.525,1.6943,1148.0,103.58,7.386,1.2608,33.8,41.41,1.92,99.71938,100.05016333333333,-1.45827525,-5.7297694375,1.7576666666666667,4.79207
2004-09-23,0.7139,1.2298,0.6678,1.8003,2.8725,1.2782,8.2766,6.049,7.7998,45.87,110.39,3.8,11.417,6.773,6.44,1.6942,1147.8,103.55,7.344,1.2584,33.85,41.4,1.92,99.71906142857144,100.05521142857143,-1.4275435,-5.738189375,1.7657942857142856,4.790622857142857
2004-09-24,0.7139,1.2256,0.6679,1.8031,2.867,1.2763,8.2766,6.0687,7.8001,45.9,110.72,3.8,11.415,6.833,6.4278,1.6908,1150.0,103.56,7.3849,1.2638,33.88,41.43,1.92,99.71874285714286,100.06025952380952,-1.39681175,-5.7466093124999995,1.7739219047619048,4.789175714285714
2004-09-27,0.7133,1.2307,0.6665,1.8076,2.872,1.2738,8.2766,6.0563,7.7998,45.97,111.13,3.8,11.439,6.8076,6.402,1.6928,1150.0,103.58,7.3595,1.2589,34.0,41.54,1.92,99.71842428571429,100.06530761904762,-1.36608,-5.75502925,1.7820495238095238,4.7877285714285716
2004-09-28,0.716,1.2306,0.6671,1.8105,2.865,1.2754,8.2766,6.05,7.799,46.1,111.48,3.8,11.405,6.78,6.408,1.6965,1155.0,103.58,7.365,1.2613,34.1,41.65,1.92,99.71810571428571,100.07035571428571,-1.33534825,-5.7634491875,1.790177142857143,4.786281428571428
2004-09-29,0.7148,1.2308,0.6692,1.797,2.856,1.273,8.2766,6.0445,7.7991,46.0,110.9,3.8,11.4305,6.786,6.445,1.6911,1153.0,103.66,7.36,1.262,34.05,41.51,1.92,99.71778714285715,100.0754038095238,-1.3046164999999998,-5.771869125,1.7983047619047619,4.784834285714285
2004-09-30,0.7244,1.2417,0.6755,1.809,2.864,1.2648,8.2766,5.993,7.7984,45.91,110.2,3.8,11.385,6.727,6.478,1.6847,1152.0,103.61,7.289,1.2471,33.99,41.44,1.92,99.71746857142857,100.0804519047619,-1.27388475,-5.7802890625,1.8064323809523808,4.783387142857142
2004-10-01,0.7232,1.24,0.6733,1.7976,2.84,1.2629,8.2766,6.001,7.7971,45.85,110.45,3.8,11.3425,6.692,6.4775,1.6813,1149.0,103.55,7.275,1.2496,33.84,41.36,1.92,99.71715,100.0855,-1.243153,-5.788709,1.81456,4.78194
2004-10-04,0.7207,1.2274,0.6695,1.7827,2.824,1.2726,8.2766,6.0649,7.7984,45.85,111.13,3.8,11.354,6.7657,6.48,1.688,1150.0,103.65,7.381,1.2663,33.89,41.42,1.92,99.7176245,100.090885,-1.2387402567999999,-5.787131184,1.823251,4.782902
2004-10-05,0.7232,1.2316,0.6732,1.7828,2.823,1.2625,8.2766,6.0427,7.798,45.86,111.21,3.8,11.313,6.7268,6.5337,1.6871,1149.0,103.68,7.3412,1.262,33.93,41.47,1.92,99.71809900000001,100.09627,-1.2343275136,-5.7855533679999995,1.831942,4.7838639999999995
2004-10-06,0.7236,1.2298,0.6755,1.779,2.837,1.2592,8.2766,6.05,7.799,45.86,111.34,3.8,11.279,6.7325,6.52,1.6915,1153.0,103.7,7.3475,1.2638,33.925,41.44,1.92,99.7185735,100.101655,-1.2299147704,-5.783975552,1.840633,4.784826
2004-10-07,0.7267,1.2286,0.6755,1.7822,2.8545,1.2577,8.2766,6.058,7.7975,45.86,111.15,3.8,11.281,6.74,6.634,1.6893,1151.0,103.7,7.36,1.2645,33.925,41.43,1.92,99.719048,100.10704,-1.2255020272,-5.782397736,1.849324,4.785787999999999
2004-10-08,0.7352,1.2418,0.6833,1.7935,2.8175,1.2512,8.2768,5.9905,7.785,45.8,109.44,3.8,11.2415,6.6825,6.552,1.681,1149.0,103.73,7.303,1.2488,33.74,41.34,1.92,99.71952250000001,100.112425,-1.221089284,-5.78081992,1.858015,4.78675
2004-10-12,0.7305,1.232,0.679,1.7879,2.826,1.2575,8.2765,6.049,7.7924,45.87,109.79,3.8,11.2895,6.666,6.6,1.686,1146.0,103.9,7.368,1.2564,33.895,41.36,1.92,99.719997,100.11780999999999,-1.2166765408,-5.779242104,1.866706,4.787712
2004-10-13,0.7235,1.2271,0.6743,1.789,2.841,1.264,8.2765,6.063,7.7946,45.83,109.78,3.8,11.301,6.68,6.6195,1.6858,1149.0,103.85,7.3825,1.26,33.92,41.4,1.92,99.7204715,100.123195,-1.2122637976,-5.7776642879999995,1.875397,4.788673999999999
2004-10-14,0.7315,1.2393,0.682,1.7972,2.8675,1.2528,8.2765,6.002,7.792,45.81,109.6,3.8,11.3225,6.61,6.545,1.6828,1145.0,103.95,7.34,1.2452,33.89,41.47,1.92,99.720946,100.12858,-1.2078510543999998,-5.776086472,1.884088,4.789636
2004-10-15,0.7317,1.2478,0.6873,1.8048,2.857,1.252,8.2765,5.9614,7.7885,45.85,109.14,3.8,11.4425,6.569,6.4475,1.678,1146.0,103.98,7.29,1.2327,33.88,41.45,1.92,99.72142050000001,100.133965,-1.2034383112,-5.774508656,1.892779,4.790597999999999
2004-10-18,0.7267,1.252,0.6863,1.801,2.8575,1.255,8.2765,5.9425,7.7915,45.83,109.23,3.8,11.499,6.565,6.3525,1.6774,1144.0,104.0,7.25,1.2296,33.76,41.49,1.92,99.721895,100.13935000000001,-1.199025568,-5.77293084,1.90147,4.79156
2004-10-19,0.7285,1.2515,0.6875,1.8039,2.876,1.2542,8.2765,5.9452,7.7905,45.85,108.36,3.8,11.458,6.59,6.3,1.6735,1145.0,104.05,7.2572,1.2298,33.87,41.35,1.92,99.7223695,100.144735,-1.1946128247999999,-5.771353024,1.910161,4.792522
2004-10-20,0.7367,1.2627,0.6925,1.8187,2.887,1.2432,8.2765,5.8901,7.7856,45.7,108.16,3.8,11.452,6.5172,6.295,1.6724,1141.0,103.94,7.1776,1.2181,33.81,41.28,1.9152,99.72284400000001,100.15012,-1.1902000816,-5.7697752079999995,1.918852,4.793483999999999
2004-10-21,0.739,1.2622,0.6947,1.8297,2.851,1.2426,8.2765,5.8898,7.7864,45.65,107.43,3.8,11.4765,6.5197,6.235,1.6736,1140.0,103.92,7.2,1.2168,33.78,41.25,1.9152,99.7233185,100.155505,-1.1857873384,-5.768197392,1.927543,4.794446
2004-10-22,0.7396,1.2639,0.6944,1.8277,2.852,1.2379,8.2765,5.8826,7.7868,45.62,107.42,3.8,11.442,6.4946,6.19,1.6674,1140.5,103.9,7.1968,1.2163,33.62,41.22,1.9152,99.723793,100.16089,-1.1813745951999999,-5.766619576,1.936234,4.795407999999999
2004-10-25,0.7476,1.2783,0.7017,1.8404,2.882,1.2232,8.2765,5.8147,7.7752,45.58,106.61,3.8,11.515,6.4369,6.22,1.6633,1134.0,103.93,7.0953,1.1982,33.7,41.06,1.9152,99.7242675,100.166275,-1.176961852,-5.76504176,1.944925,4.79637
2004-10-26,0.746,1.2758,0.6976,1.8369,2.871,1.2246,8.2765,5.8265,7.7803,45.66,106.63,3.8,11.499,6.435,6.2595,1.6628,1131.0,104.04,7.0723,1.2015,33.68,40.97,1.9152,99.724742,100.17166,-1.1725491088,-5.763463944,1.953616,4.797332
2004-10-27,0.746,1.2725,0.6955,1.8323,2.86,1.2253,8.2765,5.8402,7.777,45.57,106.67,3.8,11.503,6.4146,6.1575,1.6657,1124.0,104.04,7.088,1.2053,33.58,41.06,1.9152,99.7252165,100.177045,-1.1681363656,-5.7618861279999996,1.962307,4.798293999999999
2004-10-28,0.7478,1.2759,0.6855,1.832,2.864,1.2194,8.2765,5.8276,7.7792,45.51,106.09,3.8,11.527,6.3892,6.075,1.6636,1124.9,104.08,7.0839,1.1962,33.465,41.02,1.9152,99.725691,100.18243000000001,-1.1637236224,-5.760308312,1.970998,4.799256
2004-10-29,0.7468,1.2746,0.6834,1.8345,2.852,1.2209,8.2766,5.8307,7.7834,45.3,106.04,3.8,11.5365,6.3908,6.1355,1.6635,1120.0,104.1,7.0974,1.1988,33.395,41.03,1.9152,99.72616550000001,100.187815,-1.1593108792,-5.758730496,1.979689,4.800217999999999
2004-11-01,0.746,1.2741,0.6838,1.8323,2.863,1.2229,8.2765,5.8336,7.7798,45.33,106.41,3.8,11.529,6.388,6.11,1.6675,1119.0,104.21,7.0997,1.2028,33.44,41.05,1.9152,99.72664,100.1932,-1.154898136,-5.75715268,1.98838,4.80118
2004-11-02,0.7447,1.2703,0.6847,1.8385,2.8435,1.2263,8.2764,5.8523,7.7815,45.4,106.29,3.8,11.481,6.4443,6.18,1.6675,1115.0,104.37,7.1406,1.2075,33.48,41.07,1.9152,99.7280025,100.19832500000001,-1.1504853928,-5.755574864,1.9997885,4.802466
2004-11-03,0.7539,1.2787,0.6875,1.8445,2.825,1.2121,8.2765,5.8127,7.7801,45.33,106.2,3.8,11.419,6.385,6.0845,1.6656,1116.0,104.45,7.088,1.1968,33.385,41.13,1.9152,99.729365,100.20345,-1.1460726496,-5.753997048,2.011197,4.803751999999999
2004-11-04,0.7585,1.2883,0.6922,1.844,2.812,1.2053,8.2765,5.7691,7.7753,45.1,106.02,3.8,11.408,6.3283,6.0735,1.6537,1112.0,104.55,7.0536,1.1858,33.15,40.94,1.9152,99.7307275,100.208575,-1.1416599064,-5.752419232,2.0226055,4.805038
2004-11-05,0.762,1.2938,0.6948,1.8542,2.815,1.1981,8.2764,5.7396,7.7718,45.1,105.6,3.8,11.4015,6.325,6.1107,1.6534,1110.0,104.0,7.0236,1.1806,33.095,40.85,1.9152,99.73209,100.2137,-1.1372471632,-5.750841416,2.034014,4.806324
2004-11-08,0.7578,1.2936,0.6926,1.8564,2.833,1.1925,8.2765,5.7447,7.7751,45.08,105.57,3.8,11.3965,6.3615,6.1705,1.6506,1105.0,104.26,7.0252,1.1798,32.915,40.68,1.9152,99.7334525,100.21882500000001,-1.13283442,-5.7492636,2.0454225,4.8076099999999995
2004-11-09,0.7618,1.293,0.6942,1.8589,2.826,1.195,8.2764,5.748,7.7742,45.12,105.57,3.8,11.446,6.3533,6.1575,1.6528,1102.0,104.32,7.0393,1.1808,32.915,40.56,1.9152,99.734815,100.22395,-1.1284216768,-5.747685784,2.056831,4.808896
2004-11-10,0.7592,1.2925,0.6845,1.8476,2.818,1.1977,8.2765,5.7485,7.7807,45.14,106.91,3.8,11.429,6.3359,6.1925,1.6569,1111.0,104.5,7.0139,1.1792,33.23,40.69,1.9152,99.7361775,100.229075,-1.1240089335999999,-5.746107968,2.0682395,4.810182
2004-11-12,0.7685,1.2973,0.6926,1.8552,2.792,1.1919,8.2765,5.7292,7.772,45.04,105.53,3.8,11.38,6.251,6.115,1.6514,1104.0,104.5,6.914,1.1728,32.97,40.31,1.9152,99.73754,100.2342,-1.1195961904,-5.744530152,2.0796479999999997,4.811468
2004-11-15,0.7719,1.2944,0.6986,1.848,2.791,1.2032,8.2765,5.7427,7.775,45.03,105.53,3.8,11.356,6.2543,6.0665,1.6519,1092.0,104.81,6.9166,1.1787,32.815,40.35,1.9152,99.7389025,100.23932500000001,-1.1151834472,-5.742952336,2.0910565,4.812754
2004-11-16,0.7728,1.2979,0.7011,1.8544,2.778,1.1932,8.2765,5.7268,7.7752,45.01,105.35,3.8,11.35,6.231,6.0362,1.6505,1091.0,104.84,6.8948,1.1743,32.81,40.28,1.9152,99.740265,100.24445,-1.1107707039999999,-5.74137452,2.102465,4.81404
2004-11-17,0.7833,1.3031,0.7086,1.858,2.76,1.1925,8.2765,5.7002,7.774,44.96,104.18,3.8,11.3265,6.2269,5.9626,1.6465,1078.0,104.85,6.8858,1.165,32.57,40.1,1.9152,99.7416275,100.249575,-1.1063579608,-5.739796704,2.1138735,4.815326
2004-11-18,0.7786,1.2982,0.7086,1.8514,2.7675,1.207,8.2765,5.7225,7.7767,45.0,104.23,3.8,11.342,6.2644,6.0284,1.6538,1069.0,104.88,6.9108,1.1691,32.635,40.16,1.9152,99.74299,100.2547,-1.1019452176,-5.738218888,2.125282,4.816612
2004-11-19,0.7852,1.3059,0.7118,1.86,2.7753,1.1928,8.2765,5.6885,7.7719,45.0,102.8,3.8,11.372,6.2371,5.9975,1.6457,1068.0,104.77,6.8557,1.1585,32.44,39.92,1.9152,99.7443525,100.259825,-1.0975324744,-5.736641072,2.1366905,4.817898
2004-11-22,0.7839,1.3048,0.7098,1.859,2.7595,1.1848,8.2765,5.6944,7.773,44.97,103.2,3.8,11.389,6.25,6.006,1.6455,1064.0,104.85,6.8708,1.1624,32.46,39.82,1.9152,99.745715,100.26495,-1.0931197312,-5.735063256,2.1480989999999998,4.819184
2004-11-23,0.786,1.309,0.713,1.8713,2.749,1.1865,8.2765,5.6771,7.7753,45.02,103.42,3.8,11.351,6.2387,5.975,1.6421,1065.0,104.9,6.8497,1.1581,32.45,39.85,1.9152,99.7470775,100.27007499999999,-1.088706988,-5.73348544,2.1595074999999997,4.82047
2004-11-24,0.7863,1.3162,0.7101,1.8813,2.7425,1.1813,8.2765,5.6427,7.7728,44.94,102.94,3.8,11.2885,6.1923,5.9275,1.6416,1066.0,104.96,6.783,1.1495,32.21,39.63,1.9152,99.74844,100.2752,-1.0842942448,-5.731907624,2.170916,4.821756
2004-11-26,0.7903,1.3288,0.7189,1.8965,2.7277,1.1775,8.2765,5.5901,7.7734,44.94,102.58,3.8,11.243,6.1007,5.83,1.638,1046.0,104.97,6.7119,1.1389,32.2,39.37,1.9152,99.7498025,100.280325,-1.0798815016,-5.730329808,2.1823245,4.823042
2004-11-29,0.7852,1.3286,0.7165,1.8948,2.744,1.1846,8.2765,5.5899,7.7759,44.67,102.61,3.8,11.2705,6.0927,5.775,1.6367,1047.7,104.85,6.7007,1.1401,32.17,39.445,1.9152,99.751165,100.28545,-1.0754687584,-5.728751992,2.193733,4.824328
2004-11-30,0.7723,1.3259,0.7143,1.9073,2.731,1.1902,8.2765,5.6038,7.776,44.47,103.04,3.8,11.2411,6.1391,5.811,1.6386,1048.0,104.8,6.7363,1.1421,32.2,39.43,1.9152,99.7525275,100.29057499999999,-1.0710560152,-5.727174176,2.2051415,4.825614
2004-12-01,0.7754,1.3308,0.7169,1.9297,2.703,1.1856,8.2765,5.5821,7.7741,44.3,102.78,3.8,11.153,6.1189,5.775,1.6308,1045.0,104.8,6.7168,1.144,32.18,39.31,1.9152,99.75389,100.2957,-1.0666432719999999,-5.72559636,2.21655,4.8269
2004-12-02,0.7769,1.3268,0.718,1.9225,2.7285,1.1899,8.2765,5.5987,7.7726,44.1,103.11,3.8,11.159,6.1595,5.8375,1.641,1041.0,104.2,6.7638,1.1512,31.85,39.29,1.9152,99.7562758139535,100.29936279069767,-1.0622305288,-5.724018544,2.22443,4.827488139534884
2004-12-03,0.7778,1.339,0.7185,1.9375,2.6965,1.1976,8.2765,5.5475,7.7723,44.0,102.56,3.8,11.111,6.0867,5.775,1.6348,1046.5,104.65,6.6522,1.1391,32.18,39.06,1.9152,99.75866162790697,100.30302558139535,-1.0578177856,-5.722440728,2.23231,4.8280762790697676
2004-12-06,0.7748,1.3431,0.7203,1.9423,2.717,1.2012,8.2765,5.5295,7.7702,43.51,102.68,3.8,11.131,6.0624,5.726,1.6341,1040.0,104.7,6.6343,1.1381,32.02,39.12,1.9152,99.76104744186047,100.30668837209302,-1.0534050424,-5.720862912,2.2401899999999997,4.828664418604651
2004-12-07,0.7754,1.3437,0.7207,1.9459,2.737,1.2088,8.2765,5.5273,7.7702,43.6,102.74,3.8,11.168,6.075,5.751,1.6338,1041.0,104.8,6.6315,1.1385,32.08,39.12,1.9152,99.76343325581395,100.3103511627907,-1.0489922992,-5.719285096,2.24807,4.829252558139535
2004-12-08,0.7545,1.3252,0.7054,1.9283,2.761,1.2248,8.2765,5.6022,7.7698,44.15,104.74,3.8,11.2825,6.1993,5.875,1.6483,1058.0,104.77,6.7733,1.1585,32.12,39.47,1.9152,99.76581906976745,100.31401395348837,-1.044579556,-5.71770728,2.25595,4.829840697674419
2004-12-09,0.7532,1.3274,0.708,1.9185,2.78,1.2253,8.2765,5.5995,7.776,44.12,104.93,3.8,11.29,6.2225,5.82,1.6495,1055.0,104.92,6.7723,1.1545,32.16,39.67,1.9152,99.76820488372093,100.31767674418604,-1.0401668128,-5.716129464,2.26383,4.830428837209302
2004-12-10,0.7495,1.3224,0.7035,1.9134,2.778,1.2273,8.2765,5.6178,7.7747,44.52,105.45,3.8,11.3285,6.2118,5.8075,1.6531,1067.0,104.93,6.8043,1.1613,32.455,39.69,1.9152,99.77059069767442,100.32133953488372,-1.0357540696,-5.714551648,2.2717099999999997,4.831016976744186
2004-12-13,0.7592,1.3309,0.7103,1.9235,2.76,1.2286,8.2767,5.5826,7.7749,44.15,104.67,3.8,11.291,6.1733,5.735,1.646,1061.3,105.2,6.7221,1.1534,32.275,39.35,1.9152,99.7729765116279,100.3250023255814,-1.0313413264,-5.712973832,2.27959,4.83160511627907
2004-12-14,0.7566,1.328,0.7092,1.9239,2.7678,1.2377,8.2765,5.6046,7.776,44.05,105.59,3.8,11.2925,6.2005,5.735,1.6495,1058.0,105.34,6.7593,1.1566,32.49,39.53,1.9152,99.7753623255814,100.32866511627907,-1.0269285832,-5.711396016,2.28747,4.832193255813953
2004-12-15,0.7652,1.3429,0.7191,1.9446,2.735,1.2229,8.2765,5.5349,7.7743,43.86,104.02,3.8,11.1905,6.115,5.735,1.6378,1061.0,105.3,6.6827,1.1393,32.41,39.23,1.9152,99.77774813953488,100.33232790697674,-1.02251584,-5.7098182,2.29535,4.832781395348837
2004-12-16,0.7563,1.3287,0.7108,1.9375,2.735,1.2363,8.2765,5.5909,7.7751,43.75,104.36,3.8,11.238,6.166,5.7725,1.6427,1055.0,105.45,6.758,1.1555,32.32,39.21,1.9152,99.78013395348837,100.33599069767442,-1.0181030968,-5.708240384,2.3032299999999997,4.833369534883722
2004-12-17,0.7607,1.3295,0.7139,1.939,2.713,1.2257,8.2765,5.5904,7.7796,43.88,104.28,3.8,11.227,6.1729,5.78,1.6444,1060.0,105.25,6.746,1.1571,32.35,39.17,1.9152,99.78251976744185,100.3396534883721,-1.0136903536,-5.706662568,2.3111099999999998,4.833957674418605
2004-12-20,0.7644,1.3396,0.7172,1.9482,2.684,1.2297,8.2765,5.5508,7.7814,43.85,104.01,3.8,11.1515,6.1681,5.72,1.6404,1058.0,105.0,6.6773,1.1482,32.3,39.04,1.9152,99.78490558139535,100.34331627906977,-1.0092776103999999,-5.705084752,2.31899,4.834545813953489
2004-12-21,0.766,1.3377,0.7111,1.9263,2.689,1.2271,8.2765,5.5576,7.7796,43.66,104.33,3.8,11.185,6.176,5.6745,1.6398,1055.0,104.75,6.717,1.1526,32.34,38.94,1.9152,99.78729139534883,100.34697906976744,-1.0048648672,-5.703506936,2.32687,4.835133953488373
2004-12-22,0.7656,1.339,0.7127,1.9125,2.704,1.2401,8.2765,5.5538,7.7815,43.8,103.95,3.8,11.18,6.186,5.6525,1.6397,1053.0,104.65,6.738,1.1525,32.26,39.05,1.9152,99.78967720930233,100.35064186046512,-1.000452124,-5.70192912,2.3347499999999997,4.835722093023256
2004-12-23,0.7654,1.3491,0.7132,1.9193,2.693,1.2358,8.2765,5.5133,7.7814,43.61,103.71,3.8,11.1375,6.1352,5.64,1.6375,1050.0,104.6,6.6972,1.1444,32.18,39.0,1.9152,99.79206302325582,100.35430465116279,-0.9960393808,-5.700351304,2.3426299999999998,4.83631023255814
2004-12-24,0.7689,1.3536,0.7175,1.9236,2.69,1.2291,8.2765,5.4963,7.7819,43.63,103.65,3.8,11.143,6.1167,5.615,1.6392,1047.8,104.35,6.6685,1.1423,32.171,38.97,1.9152,99.7944488372093,100.35796744186047,-0.9916266376,-5.698773488,2.35051,4.836898372093024
2004-12-27,0.7777,1.3625,0.7218,1.9369,2.694,1.216,8.2765,5.4604,7.7821,43.75,102.97,3.8,11.135,6.0693,5.615,1.6383,1046.5,104.0,6.608,1.1351,32.04,39.03,1.9152,99.7968346511628,100.36163023255814,-0.9872138944,-5.697195672,2.35839,4.837486511627907
2004-12-28,0.7787,1.3621,0.7235,1.9316,2.69,1.2185,8.2765,5.4614,7.7731,43.63,103.13,3.8,11.2061,6.0731,5.625,1.6348,1042.4,104.25,6.5939,1.1338,32.035,39.04,1.9152,99.79922046511628,100.36529302325582,-0.9828011512,-5.695617856,2.36627,4.838074651162791
2004-12-29,0.7709,1.3568,0.7125,1.9157,2.6825,1.2165,8.2765,5.4769,7.7793,43.67,104.19,3.8,11.2545,6.094,5.7,1.6412,1041.0,104.35,6.6216,1.137,32.02,39.17,1.9152,99.80160627906977,100.36895581395349,-0.978388408,-5.69404004,2.3741499999999998,4.838662790697675
2004-12-30,0.7785,1.3623,0.7181,1.922,2.651,1.2064,8.2765,5.4596,7.7757,43.62,103.11,3.8,11.218,6.0551,5.6288,1.6369,1041.0,104.55,6.6215,1.1342,31.94,38.96,1.9152,99.80399209302325,100.37261860465117,-0.9739756648,-5.692462224,2.38203,4.839250930232558
2004-12-31,0.7805,1.3538,0.7203,1.916,2.655,1.2034,8.2765,5.494,7.7723,43.27,102.68,3.8,11.154,6.0794,5.645,1.6319,1035.1,104.4,6.6687,1.1412,31.74,38.8,1.9152,99.80637790697675,100.37628139534883,-0.9695629216,-5.690884408,2.38991,4.839839069767442
2005-01-03,0.779,1.3476,0.7148,1.9058,2.6695,1.2108,8.2765,5.5161,7.7775,43.35,102.83,3.8,11.215,6.1035,5.6425,1.639,1038.0,103.45,6.6855,1.1466,31.71,38.89,1.9152,99.80876372093023,100.3799441860465,-0.9651501784000001,-5.689306592,2.39779,4.840427209302326
2005-01-04,0.7668,1.3295,0.7069,1.8834,2.702,1.2248,8.2765,5.5927,7.7851,43.47,104.27,3.8,11.3191,6.2407,5.86,1.6459,1038.0,102.7,6.8144,1.1674,31.79,39.175,1.9152,99.81114953488373,100.38360697674418,-0.9607374352,-5.687728776,2.4056699999999998,4.841015348837209
2005-01-05,0.7678,1.3292,0.703,1.8875,2.697,1.2236,8.2765,5.5959,7.7881,43.6,103.95,3.8,11.334,6.2135,5.895,1.6448,1046.3,100.3,6.7911,1.1673,31.92,39.07,1.9152,99.8135353488372,100.38726976744185,-0.9563246919999999,-5.68615096,2.41355,4.841603488372093
2005-01-06,0.7612,1.3187,0.6979,1.8751,2.719,1.2371,8.2765,5.6417,7.7935,43.75,104.87,3.8,11.411,6.2665,6.103,1.6496,1058.0,99.3,6.8655,1.1733,32.04,39.24,1.9152,99.8159211627907,100.39093255813953,-0.9519119488,-5.684573144,2.42143,4.842191627906977
2005-01-07,0.758,1.3062,0.6955,1.8702,2.7095,1.2333,8.2765,5.6951,7.792,43.63,104.93,3.8,11.36,6.2971,6.0965,1.6481,1051.0,98.95,6.92,1.1859,32.0,39.16,1.9152,99.81830697674418,100.3945953488372,-0.9474992056,-5.682995328,2.42931,4.8427797674418605
2005-01-10,0.7596,1.3109,0.6949,1.8751,2.6955,1.2194,8.2765,5.6746,7.7946,43.82,104.32,3.8,11.255,6.2675,5.976,1.644,1053.0,97.95,6.8856,1.1792,32.215,39.12,1.9152,99.82069279069768,100.39825813953487,-0.9430864623999999,-5.681417512,2.4371899999999997,4.843367906976744
2005-01-11,0.7642,1.3161,0.7002,1.8796,2.712,1.2142,8.2765,5.653,7.7955,43.68,103.42,3.8,11.217,6.2278,5.955,1.6363,1045.0,98.1,6.8616,1.1758,31.98,39.0,1.9152,99.82307860465117,100.40192093023255,-0.9386737192,-5.679839696,2.44507,4.843956046511628
2005-01-12,0.768,1.3281,0.707,1.8932,2.6961,1.1982,8.2765,5.601,7.7929,43.53,102.26,3.8,11.1715,6.1726,5.935,1.6313,1042.0,98.15,6.8179,1.1649,31.85,38.85,1.9152,99.82546441860465,100.40558372093022,-0.934260976,-5.67826188,2.45295,4.8445441860465115
2005-01-13,0.767,1.3207,0.7065,1.8832,2.699,1.2005,8.2765,5.6331,7.7915,43.52,102.55,3.8,11.198,6.1952,6.0057,1.631,1036.0,98.4,6.8465,1.1726,31.69,38.67,1.9152,99.82785023255815,100.4092465116279,-0.9298482328,-5.676684064,2.46083,4.845132325581395
2005-01-14,0.7586,1.3106,0.6981,1.8695,2.704,1.2188,8.2765,5.6758,7.7962,43.55,102.5,3.8,11.2375,6.2558,6.0225,1.6374,1043.0,95.75,6.905,1.1821,31.885,38.68,1.9152,99.83023604651163,100.41290930232557,-0.9254354896,-5.675106248,2.4687099999999997,4.845720465116279
2005-01-18,0.7578,1.3043,0.698,1.8693,2.713,1.2217,8.2765,5.7036,7.799,43.59,102.36,3.8,11.2485,6.2568,6.0375,1.6347,1035.8,98.175,6.9254,1.1839,31.88,38.45,1.9152,99.83262186046512,100.41657209302325,-0.9210227464,-5.673528432,2.47659,4.846308604651163
2005-01-19,0.7606,1.3036,0.703,1.8742,2.704,1.2268,8.2765,5.7027,7.7982,43.61,102.52,3.8,11.2335,6.2718,6.0188,1.6303,1031.0,98.55,6.922,1.1833,31.79,38.43,1.9152,99.8350076744186,100.42023488372092,-0.9166100032,-5.671950616,2.48447,4.846896744186047
2005-01-20,0.7612,1.2959,0.7056,1.872,2.7227,1.2334,8.2765,5.7417,7.799,43.7,103.31,3.8,11.2501,6.3257,6.055,1.6392,1031.85,98.5,6.9711,1.1904,31.79,38.57,1.9152,99.8373934883721,100.4238976744186,-0.91219726,-5.6703728,2.49235,4.847484883720931
2005-01-21,0.7712,1.3049,0.7146,1.874,2.6902,1.2211,8.2765,5.7076,7.7984,43.64,102.85,3.8,11.2445,6.2929,5.96,1.635,1037.85,97.75,6.9414,1.1853,31.84,38.54,1.9152,99.83977930232558,100.42756046511627,-0.9077845168,-5.668794984,2.50023,4.8480730232558145
2005-01-24,0.769,1.3041,0.7148,1.8778,2.6795,1.2258,8.2765,5.7061,7.7982,43.65,102.67,3.8,11.2375,6.2894,5.9465,1.6331,1031.85,97.75,6.9516,1.1856,31.65,38.43,1.9152,99.84216511627908,100.43122325581395,-0.9033717736,-5.667217168,2.50811,4.848661162790698
2005-01-25,0.765,1.2954,0.709,1.8647,2.686,1.2381,8.2765,5.7442,7.7994,43.65,104.16,3.8,11.297,6.3355,5.97,1.6404,1030.85,98.65,7.0069,1.196,31.84,38.6,1.9152,99.84455093023256,100.43488604651162,-0.8989590304,-5.665639352,2.51599,4.849249302325582
2005-01-26,0.7751,1.3081,0.7193,1.8833,2.6673,1.2307,8.2765,5.6903,7.7988,43.65,102.9,3.8,11.2625,6.3116,5.92,1.6303,1031.45,98.7,6.938,1.1828,31.7,38.46,1.9152,99.84693674418605,100.4385488372093,-0.8945462872000001,-5.664061536,2.52387,4.8498374418604655
2005-01-27,0.7756,1.3032,0.7156,1.8866,2.6635,1.2366,8.2765,5.7099,7.7988,43.65,103.15,3.8,11.301,6.3313,5.9093,1.6333,1027.85,98.95,6.9725,1.1859,31.92,38.47,1.9152,99.84932255813953,100.44221162790697,-0.890133544,-5.66248372,2.53175,4.850425581395349
