index,AUD,EUR,NZD,GBP,BRL,CAD,CNY,DKK,HKD,INR,JPY,MYR,MXN,NOK,ZAR,SGD,KRW,LKR,SEK,CHF,TWD,THB,VEB,gdpGBP,gdpUSD,Value_GBP,Value_USA,liborUSD,liborGBP
2000-02-01,0.6315,0.9731,0.4904,1.615,1.795,1.4468,8.2774,7.6445,7.7807,43.62,107.67,3.8,9.597,8.277,6.28,1.699,1127.0,73.55,8.768,1.654,31.75,37.51,0.6563,100.905,101.5818,,,5.84138,5.97114
2000-02-02,0.636,0.9768,0.4898,1.606,1.785,1.4435,8.2773,7.6215,7.7805,43.65,108.4,3.8,9.575,8.225,6.2825,1.6985,1131.0,73.25,8.708,1.6502,30.8,37.65,0.6571,100.90651,101.585615,,,5.847311,5.9670395
2000-02-03,0.6387,0.9887,0.4967,1.6025,1.775,1.4417,8.2781,7.52,7.7812,43.65,107.92,3.8,9.51,8.158,6.2575,1.6925,1130.5,73.55,8.577,1.6255,30.8,37.59,0.657,100.90802,101.58943000000001,,,5.853242,5.962939
2000-02-04,0.6315,0.976,0.493,1.5915,1.773,1.4467,8.2788,7.626,7.781,43.65,107.54,3.8,9.481,8.27,6.286,1.693,1130.0,73.55,8.663,1.647,30.8,37.55,0.6573,100.90953,101.593245,,,5.859173,5.9588385
2000-02-07,0.6339,0.9783,0.4936,1.5917,1.77,1.4457,8.2788,7.609,7.782,43.64,108.75,3.8,9.436,8.259,6.2905,1.6958,1129.6,73.5,8.66,1.6426,30.8,37.75,0.6573,100.91104,101.59706,,,5.865104,5.954738
2000-02-08,0.6353,0.9862,0.494,1.6105,1.765,1.4473,8.2788,7.5455,7.7809,43.63,109.59,3.8,9.402,8.1835,6.299,1.6968,1129.5,73.6,8.595,1.6301,30.75,37.64,0.6578,100.91255,101.600875,,,5.871035,5.9506375
2000-02-09,0.6345,0.9914,0.492,1.6115,1.77,1.4443,8.2788,7.504,7.781,43.65,109.11,3.8,9.399,8.145,6.32,1.6918,1124.0,73.6,8.544,1.6232,30.65,37.55,0.6585,100.91406,101.60469,,,5.876966,5.946537
2000-02-10,0.632,0.9865,0.4935,1.6057,1.77,1.45,8.2788,7.547,7.782,43.58,108.74,3.8,9.4365,8.175,6.3425,1.6929,1121.0,72.82,8.585,1.628,30.65,37.42,0.6588,100.91557,101.60850500000001,,,5.882897,5.9424365
2000-02-11,0.6282,0.9847,0.4915,1.5923,1.767,1.4515,8.2788,7.566,7.7814,43.65,108.99,3.8,9.423,8.212,6.361,1.6947,1115.0,73.6,8.608,1.6305,30.63,37.43,0.6583,100.91708,101.61232,,,5.888828,5.938336
2000-02-14,0.6279,0.9783,0.4868,1.589,1.769,1.4547,8.2779,7.612,7.78,43.65,108.65,3.8,9.393,8.248,6.355,1.6975,1128.0,73.65,8.679,1.6435,30.72,37.49,0.6585,100.91859,101.616135,,,5.894759,5.9342355
2000-02-15,0.63,0.9834,0.487,1.595,1.783,1.4585,8.2777,7.5743,7.781,43.64,108.75,3.8,9.3875,8.2515,6.355,1.696,1128.0,73.75,8.68,1.633,30.75,37.52,0.6593,100.92009999999999,101.61995,,,5.90069,5.930135
2000-02-16,0.6301,0.9842,0.4899,1.604,1.775,1.452,8.2777,7.567,7.7814,43.75,109.38,3.8,9.3715,8.239,6.3375,1.7033,1126.0,73.41,8.6695,1.6302,30.72,37.7,0.6595,100.92161,101.623765,,,5.906621,5.9260345
2000-02-17,0.632,0.9863,0.4937,1.605,1.777,1.4522,8.2772,7.555,7.7815,43.68,110.27,3.8,9.398,8.285,6.325,1.706,1128.0,73.65,8.68,1.6274,30.72,37.77,0.6614,100.92312,101.62758000000001,,,5.912552,5.921934
2000-02-18,0.6292,0.985,0.4909,1.5984,1.777,1.4512,8.2772,7.561,7.7808,43.68,110.88,3.8,9.354,8.257,6.325,1.7058,1129.0,73.36,8.6725,1.6282,30.765,38.11,0.661,100.92463,101.631395,,,5.918483,5.9178334999999995
2000-02-22,0.6257,1.006,0.4917,1.6165,1.785,1.4595,8.2773,7.4035,7.7825,43.65,111.04,3.8,9.427,8.145,6.313,1.7085,1135.0,73.6,8.5395,1.5983,30.8,38.22,0.6614,100.92614,101.63521,,,5.924414,5.913733
2000-02-23,0.6196,1.0017,0.4855,1.6047,1.79,1.4651,8.278,7.436,7.7826,43.68,111.11,3.8,9.413,8.1775,6.335,1.714,1136.0,73.6,8.577,1.6082,30.8,38.09,0.6613,100.92765,101.639025,,,5.930345,5.9096325
2000-02-24,0.6144,0.9931,0.4867,1.5981,1.782,1.4587,8.278,7.501,7.783,43.65,110.95,3.8,9.382,8.2055,6.329,1.7165,1144.0,73.75,8.619,1.62,30.85,38.22,0.6621,100.92916,101.64284,,,5.936276,5.905532
2000-02-25,0.6175,0.9763,0.4882,1.5908,1.774,1.4505,8.2786,7.6345,7.783,43.65,110.98,3.8,9.378,8.312,6.312,1.711,1137.0,73.75,8.695,1.6475,30.8,37.88,0.6618,100.93066999999999,101.64665500000001,,,5.942207,5.9014315
2000-02-28,0.6116,0.9669,0.4846,1.5935,1.779,1.4538,8.2786,7.6975,7.783,43.68,109.17,3.8,9.4025,8.3425,6.3725,1.7185,1135.0,73.75,8.6895,1.6615,30.8,37.95,0.6622,100.93217999999999,101.65047,,,5.948138,5.897330999999999
2000-02-29,0.6155,0.9643,0.4865,1.578,1.769,1.4505,8.2786,7.724,7.7833,43.65,109.88,3.8,9.3645,8.381,6.34,1.7237,1131.31,73.75,8.75,1.6665,30.76,38.13,0.6625,100.93369,101.654285,,,5.954069,5.8932305
2000-03-01,0.6067,0.97,0.4853,1.5849,1.769,1.447,8.2786,7.673,7.7824,43.63,107.1,3.8,9.363,8.3115,6.3525,1.7182,1128.5,73.75,8.6865,1.6568,30.75,38.11,0.663,100.9352,101.6581,,,5.96,5.88913
2000-03-02,0.6077,0.9619,0.4878,1.5765,1.759,1.4543,8.2787,7.7446,7.7825,43.65,107.37,3.8,9.341,8.4024,6.368,1.7214,1120.5,73.9,8.805,1.6714,30.75,38.0,0.6638,100.93483255813953,101.66081162790698,,,5.971129534883721,5.891686511627907
2000-03-03,0.6082,0.9618,0.4878,1.581,1.744,1.451,8.2789,7.7415,7.7833,43.65,107.8,3.8,9.315,8.397,6.49,1.7253,1120.5,73.9,8.815,1.6712,30.75,38.01,0.6641,100.93446511627907,101.66352325581396,,,5.982259069767442,5.894243023255814
2000-03-06,0.6016,0.9603,0.481,1.5732,1.747,1.4555,8.2785,7.755,7.7835,43.63,107.74,3.8,9.3175,8.4125,6.5,1.7252,1119.3,74.0,8.7865,1.675,30.8,38.1,0.6643,100.9340976744186,101.66623488372093,,,5.993388604651162,5.896799534883721
2000-03-07,0.6035,0.956,0.4836,1.5772,1.747,1.4527,8.2784,7.787,7.784,43.63,106.2,3.8,9.285,8.436,6.523,1.7199,1118.7,73.9,8.804,1.681,30.75,38.06,0.6643,100.93373023255813,101.66894651162791,,,6.004518139534884,5.8993560465116275
2000-03-08,0.6094,0.9576,0.4875,1.5855,1.754,1.4592,8.2786,7.777,7.7845,43.65,106.89,3.8,9.272,8.454,6.4825,1.714,1119.2,73.65,8.851,1.677,30.76,37.94,0.6645,100.93336279069767,101.67165813953488,,,6.015647674418605,5.901912558139535
2000-03-09,0.6155,0.9684,0.4917,1.5815,1.735,1.457,8.2787,7.694,7.7842,43.63,106.45,3.8,9.2925,8.393,6.4025,1.708,1123.0,73.65,8.7235,1.6595,30.75,37.93,0.6653,100.93299534883721,101.67436976744186,,,6.026777209302326,5.904469069767441
2000-03-10,0.6136,0.9659,0.495,1.5793,1.738,1.4575,8.2785,7.7175,7.7848,43.65,106.27,3.8,9.3175,8.395,6.3875,1.7035,1120.2,73.8,8.72,1.6661,30.75,37.85,0.6655,100.93262790697673,101.67708139534884,,,6.037906744186047,5.907025581395349
2000-03-13,0.6165,0.9648,0.4933,1.5782,1.749,1.4614,8.2781,7.7235,7.7842,43.65,105.32,3.8,9.313,8.419,6.435,1.7068,1121.0,74.05,8.718,1.6702,30.75,37.93,0.6653,100.93226046511627,101.67979302325581,,,6.049036279069767,5.909582093023255
2000-03-14,0.614,0.9644,0.4904,1.5725,1.738,1.4632,8.278,7.7235,7.7845,43.64,104.85,3.8,9.319,8.443,6.44,1.7095,1118.4,73.62,8.697,1.6715,30.74,37.87,0.6659,100.93189302325581,101.68250465116279,,,6.060165813953488,5.912138604651163
2000-03-15,0.6125,0.9696,0.4885,1.573,1.7402,1.468,8.2778,7.6855,7.7847,43.65,105.58,3.8,9.337,8.417,6.475,1.715,1118.5,73.62,8.6915,1.6618,30.75,38.16,0.6665,100.93152558139535,101.68521627906976,,,6.071295348837209,5.91469511627907
2000-03-16,0.6107,0.971,0.4878,1.5747,1.736,1.4724,8.2777,7.665,7.7846,43.58,105.63,3.8,9.325,8.406,6.45,1.712,1118.0,73.64,8.694,1.6593,30.815,37.96,0.6673,100.93115813953487,101.68792790697675,,,6.082424883720931,5.9172516279069765
2000-03-17,0.6067,0.9694,0.4845,1.5705,1.737,1.4728,8.2785,7.676,7.7849,43.65,106.1,3.8,9.322,8.4085,6.47,1.7161,1117.3,74.0,8.666,1.662,30.74,37.97,0.667,100.93079069767441,101.69063953488373,,,6.0935544186046515,5.919808139534884
2000-03-20,0.6065,0.971,0.4835,1.5686,1.74,1.4703,8.2786,7.667,7.7855,43.63,106.5,3.8,9.321,8.421,6.492,1.72,1118.18,73.9,8.6425,1.6605,30.75,38.04,0.6673,100.93042325581395,101.6933511627907,,,6.104683953488372,5.92236465116279
2000-03-21,0.61,0.9703,0.4903,1.5725,1.7395,1.4662,8.2783,7.676,7.7855,43.59,106.91,3.8,9.3,8.429,6.484,1.7188,1117.0,73.75,8.65,1.6615,30.78,37.9,0.6677,100.93005581395349,101.69606279069768,,,6.115813488372093,5.924921162790698
2000-03-22,0.6056,0.9608,0.4876,1.5705,1.729,1.472,8.2783,7.751,7.7858,43.65,106.77,3.8,9.275,8.466,6.4575,1.7125,1113.0,73.7,8.711,1.675,30.75,37.8,0.668,100.92968837209303,101.69877441860466,,,6.126943023255814,5.927477674418604
2000-03-23,0.6041,0.9691,0.4875,1.583,1.723,1.4727,8.2787,7.6875,7.7858,43.65,107.45,3.8,9.2375,8.388,6.478,1.7115,1110.0,73.75,8.645,1.6522,30.75,37.75,0.6688,100.92932093023255,101.70148604651163,,,6.138072558139535,5.930034186046512
2000-03-24,0.6064,0.9724,0.4883,1.591,1.73,1.465,8.2789,7.6575,7.7845,43.65,107.25,3.8,9.1875,8.345,6.4835,1.716,1108.7,73.74,8.5775,1.6333,30.7,37.72,0.669,100.92895348837209,101.70419767441861,,,6.149202093023256,5.932590697674418
2000-03-27,0.6114,0.9645,0.4932,1.5855,1.736,1.4605,8.2792,7.719,7.7855,43.62,107.13,3.8,9.1825,8.406,6.465,1.716,1112.1,73.85,8.6465,1.6468,30.65,37.8,0.6695,100.92858604651163,101.70690930232558,,,6.160331627906977,5.935147209302325
2000-03-28,0.6141,0.9614,0.5025,1.5872,1.749,1.4541,8.2795,7.747,7.785,43.65,105.9,3.8,9.184,8.39,6.49,1.715,1112.5,73.85,8.5675,1.6551,30.64,37.8,0.6693,100.92821860465116,101.70962093023256,,,6.171461162790698,5.937703720930233
2000-03-29,0.6124,0.9524,0.5015,1.587,1.74,1.4555,8.2789,7.819,7.7865,43.65,105.6,3.8,9.235,8.45,6.5125,1.7168,1109.4,73.9,8.6675,1.6725,30.6,37.79,0.67,100.92785116279069,101.71233255813954,,,6.182590697674419,5.940260232558139
2000-03-30,0.6125,0.9594,0.499,1.5922,1.753,1.4557,8.2788,7.763,7.7866,43.65,105.53,3.8,9.306,8.405,6.579,1.7194,1107.5,73.85,8.633,1.6605,30.6,37.88,0.671,100.92748372093023,101.71504418604651,,,6.19372023255814,5.942816744186047
2000-03-31,0.6062,0.9574,0.496,1.5922,1.742,1.4538,8.2787,7.775,7.7867,43.65,102.73,3.8,9.2895,8.435,6.535,1.712,1105.5,73.85,8.635,1.663,30.48,37.85,0.67,100.92711627906976,101.71775581395349,,,6.204849767441861,5.945373255813953
2000-04-03,0.6073,0.956,0.4998,1.598,1.742,1.4548,8.2786,7.7895,7.7868,43.632,104.82,3.8,9.29,8.464,6.565,1.7173,1113.0,73.85,8.678,1.6587,30.5,37.8,0.6705,100.9267488372093,101.72046744186046,,,6.215979302325581,5.9479297674418605
2000-04-04,0.6032,0.9588,0.5007,1.5965,1.745,1.4531,8.2791,7.777,7.7863,43.65,105.33,3.8,9.312,8.49,6.56,1.7183,1114.0,74.18,8.691,1.65,30.45,37.86,0.6704,100.92638139534883,101.72317906976744,,,6.227108837209302,5.950486279069767
2000-04-05,0.6053,0.9647,0.5033,1.59,1.755,1.4548,8.2795,7.7225,7.7864,43.68,105.0,3.8,9.395,8.4425,6.6025,1.716,1115.5,74.15,8.6225,1.633,30.5,38.05,0.6713,100.92601395348836,101.72589069767442,,,6.238238372093023,5.953042790697674
2000-04-06,0.6016,0.958,0.501,1.58,1.745,1.4515,8.2795,7.774,7.787,43.65,104.78,3.8,9.364,8.476,6.575,1.715,1112.0,74.18,8.661,1.639,30.48,38.05,0.6719,100.9256465116279,101.72860232558139,,,6.249367906976745,5.955599302325582
2000-04-07,0.6003,0.959,0.5003,1.583,1.746,1.4574,8.2795,7.767,7.7878,43.67,105.33,3.8,9.3222,8.482,6.561,1.7162,1107.5,74.15,8.642,1.6383,30.5,37.995,0.671,100.92527906976744,101.73131395348837,,,6.2604974418604655,5.958155813953488
2000-04-10,0.5991,0.9588,0.4985,1.5828,1.738,1.4615,8.2798,7.765,7.7875,43.66,106.37,3.8,9.29,8.502,6.555,1.719,1110.5,74.05,8.61,1.6435,30.35,38.05,0.6708,100.92491162790697,101.73402558139534,,,6.271626976744186,5.960712325581396
2000-04-11,0.5957,0.9591,0.4984,1.5873,1.7475,1.4635,8.2791,7.767,7.787,43.68,106.95,3.8,9.366,8.526,6.5925,1.72,1110.0,74.1,8.634,1.6415,30.35,38.07,0.6728,100.9245441860465,101.73673720930232,,,6.282756511627907,5.963268837209302
2000-04-12,0.597,0.9551,0.4975,1.5882,1.748,1.4623,8.2796,7.797,7.7878,43.7,105.86,3.8,9.397,8.533,6.574,1.7193,1108.5,74.05,8.702,1.649,30.35,38.05,0.6725,100.92417674418604,101.7394488372093,,,6.293886046511628,5.9658253488372095
2000-04-13,0.5963,0.9524,0.4978,1.5881,1.764,1.4661,8.2794,7.8225,7.7879,43.7,105.76,3.8,9.399,8.546,6.5645,1.716,1107.0,74.05,8.723,1.652,30.35,37.85,0.6728,100.92380930232558,101.74216046511627,,,6.305015581395349,5.968381860465116
2000-04-14,0.5972,0.9564,0.4976,1.586,1.786,1.4767,8.2794,7.7908,7.788,43.75,105.12,3.8,9.501,8.5435,6.5835,1.7078,1111.2,74.04,8.7,1.6408,30.45,37.9,0.6728,100.92344186046512,101.74487209302325,,,6.31614511627907,5.970938372093023
2000-04-17,0.5913,0.955,0.4945,1.5853,1.789,1.4855,8.2794,7.7975,7.7882,43.68,104.19,3.8,9.4825,8.587,6.621,1.7069,1113.8,73.8,8.72,1.644,30.55,37.97,0.6726,100.92307441860464,101.74758372093024,,,6.327274651162791,5.97349488372093
2000-04-18,0.5946,0.9477,0.4953,1.5764,1.766,1.4837,8.279,7.8615,7.7885,43.7,104.59,3.8,9.437,8.631,6.61,1.699,1110.0,74.25,8.744,1.6603,30.6,37.92,0.6728,100.92270697674418,101.75029534883721,,,6.338404186046512,5.976051395348837
2000-04-19,0.5957,0.9369,0.4985,1.5777,1.766,1.4761,8.2793,7.9525,7.7886,43.7,104.94,3.8,9.391,8.714,6.638,1.6992,1109.5,74.25,8.798,1.6755,30.62,37.98,0.6728,100.92233953488372,101.75300697674419,,,6.349533720930233,5.978607906976745
2000-04-20,0.5931,0.9376,0.495,1.5801,1.781,1.4725,8.2791,7.9525,7.7888,43.687,105.45,3.8,9.403,8.6925,6.702,1.6978,1109.0,73.85,8.8,1.6772,30.55,37.97,0.6728,100.92197209302326,101.75571860465116,,,6.360663255813954,5.981164418604651
2000-04-21,0.5925,0.9379,0.4935,1.5785,1.779,1.475,8.2785,7.949,7.7887,43.7,105.88,3.8,9.4045,8.677,6.74,1.699,1108.5,74.0,8.786,1.676,30.585,37.95,0.6728,100.92160465116278,101.75843023255814,,,6.371792790697675,5.9837209302325585
2000-04-24,0.5945,0.9396,0.4946,1.58,1.79,1.4763,8.2786,7.9203,7.789,43.655,105.66,3.8,9.4405,8.673,6.7325,1.702,1108.8,74.2,8.78,1.6712,30.6,37.98,0.6735,100.92123720930232,101.76114186046512,,,6.382922325581395,5.986277441860465
2000-04-25,0.5956,0.9265,0.4955,1.5787,1.79,1.4699,8.2791,8.048,7.7885,43.7,105.71,3.8,9.405,8.806,6.7305,1.704,1108.5,74.2,8.848,1.6985,30.65,38.04,0.674,100.92086976744186,101.76385348837209,,,6.394051860465116,5.988833953488372
2000-04-26,0.589,0.9217,0.4865,1.5795,1.799,1.4758,8.2795,8.0875,7.789,43.7,106.46,3.8,9.409,8.8275,6.805,1.7055,1108.1,74.2,8.885,1.7085,30.65,38.15,0.6752,100.9205023255814,101.76656511627907,,,6.405181395348838,5.991390465116279
2000-04-27,0.5875,0.9083,0.4858,1.5748,1.811,1.4792,8.2798,8.209,7.789,43.7,106.36,3.8,9.454,8.9718,6.865,1.707,1111.0,74.35,8.9808,1.731,30.65,38.13,0.6755,100.92013488372092,101.76927674418604,,,6.416310930232559,5.993946976744186
2000-04-28,0.5837,0.9089,0.4855,1.556,1.805,1.4818,8.2799,8.1935,7.789,43.7,107.98,3.8,9.411,8.959,6.783,1.7065,1110.0,74.55,8.967,1.725,30.67,38.09,0.6763,100.91976744186046,101.77198837209302,,,6.4274404651162795,5.996503488372093
2000-05-01,0.58,0.912,0.4835,1.5558,1.807,1.4783,8.2799,8.1695,7.789,43.67,108.89,3.8,9.335,8.905,6.785,1.709,1110.0,74.4,8.9183,1.7135,30.65,38.12,0.6758,100.9194,101.7747,,,6.43857,5.99906
2000-05-02,0.5857,0.9068,0.4859,1.559,1.8,1.4857,8.2799,8.221,7.7895,43.75,108.63,3.8,9.334,8.9535,6.775,1.7178,1110.1,74.55,8.941,1.7185,30.68,38.35,0.6763,100.91794999999999,101.77436818181818,,,6.4488995454545455,5.998836818181818
2000-05-03,0.59,0.8891,0.489,1.5605,1.816,1.4923,8.2799,8.3805,7.79,43.73,109.14,3.8,9.3675,9.071,6.845,1.7215,1110.0,74.05,9.077,1.7369,30.75,38.5,0.6765,100.9165,101.77403636363636,,,6.4592290909090915,5.998613636363636
2000-05-04,0.5914,0.8907,0.4908,1.5435,1.814,1.498,8.2799,8.373,7.79,43.67,108.17,3.8,9.3965,9.102,6.9225,1.722,1111.5,74.7,9.104,1.7353,30.72,38.51,0.6769,100.91505,101.77370454545454,,,6.469558636363637,5.998390454545454
2000-05-05,0.5935,0.8953,0.4893,1.5288,1.8125,1.498,8.2799,8.3255,7.7898,43.7,108.53,3.8,9.48,9.106,6.94,1.7222,1111.0,74.7,9.103,1.7323,30.68,38.55,0.6776,100.9136,101.77337272727273,,,6.479888181818182,5.998167272727273
2000-05-08,0.587,0.895,0.4847,1.531,1.805,1.4927,8.2798,8.326,7.7893,43.7,109.03,3.8,9.4825,9.093,6.94,1.7235,1109.7,74.4,9.095,1.7305,30.7,38.5,0.6779,100.91215,101.77304090909091,,,6.490217727272728,5.997944090909091
2000-05-09,0.5828,0.9023,0.479,1.5315,1.8075,1.4945,8.279,8.261,7.7899,43.7,109.61,3.8,9.4875,9.051,7.09,1.7295,1109.5,74.5,9.0592,1.7219,30.65,38.68,0.678,100.91069999999999,101.77270909090909,,,6.500547272727273,5.997720909090909
2000-05-10,0.5815,0.9097,0.4775,1.5153,1.818,1.4955,8.2785,8.198,7.7898,44.3,109.33,3.8,9.572,9.045,7.0755,1.729,1109.2,74.8,9.0575,1.715,30.73,38.71,0.6785,100.90925,101.77237727272727,,,6.510876818181819,5.9974977272727275
2000-05-11,0.579,0.9021,0.4777,1.4997,1.82,1.49,8.2782,8.2675,7.7898,44.44,108.47,3.8,9.583,9.139,6.975,1.7263,1113.0,74.55,9.16,1.7252,30.76,39.0,0.6793,100.9078,101.77204545454545,,,6.521206363636364,5.9972745454545455
2000-05-12,0.581,0.908,0.4795,1.5172,1.83,1.4872,8.2778,8.2177,7.79,44.15,108.74,3.8,9.5627,9.0115,7.04,1.7278,1113.5,74.6,9.092,1.709,30.75,38.9,0.6784,100.90635,101.77171363636363,,,6.531535909090909,5.997051363636364
2000-05-15,0.5739,0.9138,0.4741,1.5075,1.845,1.4897,8.2777,8.1656,7.7895,44.44,109.48,3.8,9.576,8.963,7.04,1.7335,1114.9,75.1,9.063,1.7033,30.83,39.35,0.6799,100.9049,101.77138181818181,,,6.541865454545455,5.996828181818182
2000-05-16,0.5773,0.9053,0.473,1.5008,1.823,1.4862,8.2772,8.248,7.7902,44.05,109.75,3.8,9.508,9.0505,7.0725,1.7325,1115.0,75.15,9.103,1.7152,30.84,39.45,0.6803,100.90344999999999,101.77105,,,6.552195,5.996605000000001
2000-05-17,0.5685,0.8921,0.461,1.4905,1.833,1.4992,8.2768,8.3645,7.791,44.02,109.53,3.8,9.5505,9.152,7.1175,1.734,1115.6,75.1,9.201,1.7398,30.75,39.4,0.681,100.902,101.77071818181818,,,6.562524545454545,5.996381818181819
2000-05-18,0.5703,0.8952,0.4527,1.4818,1.831,1.5007,8.2773,8.333,7.7915,44.03,108.7,3.8,9.582,9.126,7.134,1.734,1118.8,75.15,9.1323,1.7377,30.82,39.34,0.6814,100.90055,101.77038636363636,,,6.572854090909091,5.996158636363637
2000-05-19,0.5728,0.8946,0.4565,1.4855,1.843,1.4963,8.2768,8.335,7.7915,44.0,106.89,3.8,9.627,9.1375,7.18,1.7275,1122.5,75.15,9.1575,1.7347,30.79,39.03,0.6821,100.8991,101.77005454545454,,,6.5831836363636365,5.995935454545455
2000-05-22,0.574,0.9036,0.4593,1.4907,1.854,1.4983,8.277,8.2565,7.7918,44.02,107.02,3.8,9.573,9.117,7.1175,1.7317,1131.5,75.05,9.222,1.7185,30.75,39.18,0.682,100.89765,101.76972272727272,,,6.593513181818182,5.995712272727273
2000-05-23,0.5747,0.9032,0.4587,1.4728,1.852,1.5036,8.2768,8.2455,7.792,44.15,106.72,3.8,9.5025,9.153,7.055,1.735,1135.0,75.1,9.21,1.7295,30.8,39.25,0.682,100.89620000000001,101.7693909090909,,,6.603842727272728,5.995489090909091
2000-05-24,0.5713,0.9096,0.454,1.4755,1.853,1.5085,8.2769,8.2,7.7919,44.25,107.58,3.8,9.54,9.0985,7.118,1.737,1133.5,75.1,9.175,1.7208,30.82,39.3,0.683,100.89475,101.76905909090908,,,6.614172272727273,5.995265909090909
2000-05-25,0.57,0.9072,0.4566,1.4705,1.846,1.5057,8.2773,8.22,7.792,44.2,107.48,3.8,9.5085,9.106,7.1475,1.7328,1129.9,75.5,9.165,1.721,30.85,39.15,0.6839,100.8933,101.76872727272726,,,6.624501818181819,5.995042727272727
2000-05-26,0.5716,0.931,0.4585,1.4875,1.841,1.5045,8.2771,8.006,7.7922,44.4,107.18,3.8,9.53,8.919,7.135,1.7343,1137.5,75.25,9.01,1.6828,30.85,39.19,0.6842,100.89185,101.76839545454546,,,6.634831363636364,5.994819545454546
2000-05-30,0.5768,0.9314,0.4601,1.495,1.8325,1.5036,8.2772,8.012,7.7925,44.65,106.44,3.8,9.52,8.947,7.0515,1.7332,1137.0,75.4,9.002,1.6885,30.96,39.25,0.6835,100.8904,101.76806363636364,,,6.645160909090909,5.994596363636364
2000-05-31,0.5708,0.9328,0.4572,1.4968,1.827,1.4977,8.2773,7.998,7.7927,44.65,107.74,3.8,9.511,8.926,6.9675,1.7345,1130.0,74.77,8.987,1.6883,30.85,39.22,0.6818,100.88895000000001,101.76773181818182,,,6.655490454545455,5.994373181818182
2000-06-01,0.5721,0.9307,0.4561,1.4915,1.821,1.491,8.2771,8.0225,7.792,44.65,108.74,3.8,9.49,8.94,6.9875,1.732,1133.0,75.3,8.968,1.6878,30.9,39.19,0.6818,100.8875,101.7674,,,6.66582,5.99415
2000-06-02,0.579,0.9432,0.4664,1.5079,1.807,1.4785,8.2771,7.915,7.7921,44.7,108.15,3.8,9.5575,8.8095,6.93,1.724,1125.2,75.2,8.8245,1.668,30.85,38.92,0.678,100.88565714285714,101.76391428571428,,,6.663702380952381,5.992946904761905
2000-06-05,0.5812,0.9471,0.4675,1.5135,1.794,1.4779,8.277,7.881,7.794,44.75,107.44,3.8,9.547,8.749,6.925,1.7205,1118.0,75.35,8.805,1.663,30.83,38.81,0.6793,100.8838142857143,101.76042857142856,,,6.661584761904762,5.99174380952381
2000-06-06,0.5887,0.957,0.4738,1.5235,1.793,1.478,8.2773,7.799,7.793,44.75,105.64,3.8,9.675,8.662,6.945,1.7205,1117.0,75.25,8.711,1.643,30.83,38.84,0.6798,100.88197142857143,101.75694285714285,,,6.659467142857143,5.990540714285714
2000-06-07,0.59,0.96,0.472,1.5225,1.804,1.4785,8.2773,7.7771,7.793,44.83,105.5,3.8,9.784,8.6314,6.9725,1.722,1113.2,75.25,8.656,1.6365,30.8,38.92,0.679,100.88012857142857,101.75345714285714,,,6.657349523809524,5.989337619047619
2000-06-08,0.5878,0.9548,0.4685,1.506,1.799,1.48,8.2775,7.813,7.7932,44.85,105.86,3.8,9.9,8.694,7.0475,1.7205,1116.0,75.4,8.758,1.641,30.8,39.01,0.6803,100.87828571428572,101.74997142857143,,,6.655231904761905,5.988134523809524
2000-06-09,0.5864,0.9526,0.468,1.5079,1.8025,1.4765,8.2772,7.832,7.7936,44.85,106.78,3.8,9.9325,8.732,7.004,1.723,1115.5,75.25,8.745,1.6443,30.8,39.12,0.6803,100.87644285714286,101.74648571428571,,,6.6531142857142855,5.986931428571429
2000-06-12,0.5912,0.9544,0.4707,1.512,1.805,1.4765,8.2771,7.82,7.794,44.85,106.65,3.8005,9.857,8.691,7.028,1.7225,1113.4,75.25,8.691,1.6356,30.8,39.05,0.6807,100.8746,101.743,,,6.650996666666667,5.985728333333333
2000-06-13,0.5973,0.9619,0.472,1.513,1.812,1.4697,8.277,7.755,7.7936,44.8,106.79,3.8,9.788,8.6265,7.005,1.7213,1114.4,75.25,8.612,1.6255,30.8,38.99,0.6808,100.87275714285714,101.73951428571428,,,6.648879047619047,5.984525238095238
2000-06-14,0.6007,0.959,0.4757,1.5023,1.8125,1.4695,8.2768,7.778,7.7925,44.72,106.89,3.8,9.7875,8.573,6.93,1.7215,1114.5,75.16,8.533,1.6318,30.8,39.07,0.6815,100.87091428571429,101.73602857142856,,,6.646761428571429,5.983322142857143
2000-06-15,0.6015,0.953,0.469,1.5103,1.812,1.4758,8.2768,7.828,7.794,44.8,106.52,3.8,9.847,8.636,6.9,1.7245,1115.0,75.2,8.625,1.6386,30.85,39.07,0.6818,100.86907142857143,101.73254285714285,,,6.644643809523809,5.982119047619048
2000-06-16,0.6083,0.9648,0.4785,1.5165,1.808,1.4708,8.2768,7.731,7.7942,44.83,106.22,3.8,9.9235,8.5755,6.83,1.7258,1116.4,75.2,8.6015,1.6178,30.9,39.18,0.682,100.86722857142857,101.72905714285714,,,6.6425261904761905,5.980915952380952
2000-06-19,0.6024,0.9622,0.473,1.5154,1.805,1.4657,8.2768,7.7495,7.7936,44.85,105.74,3.8,9.909,8.58,6.866,1.7322,1122.22,75.15,8.62,1.623,30.9,39.2,0.6823,100.86538571428572,101.72557142857143,,,6.640408571428572,5.979712857142857
